,Unnamed: 0,lat,lon,timestamp,datetime,time_delta,distance_Olin
40,909818,39.8491598,-104.6738492,2022-03-09 12:58:10.124000+00:00,2022-03-09 12:58:10.124000+00:00,0 days 00:00:33.421000,1305.5124855164556
41,909819,39.8490945,-104.67385,2022-03-09 12:58:45.254000+00:00,2022-03-09 12:58:45.254000+00:00,0 days 00:00:35.130000,1305.5167421411606
42,909820,39.8490924,-104.6738521,2022-03-09 12:59:17.586000+00:00,2022-03-09 12:59:17.586000+00:00,0 days 00:00:32.332000,1305.5167366902347
43,909821,39.8490827,-104.6738661,2022-03-09 13:00:23.848000+00:00,2022-03-09 13:00:23.848000+00:00,0 days 00:01:06.262000,1305.5164164372998
44,909822,39.8538052,-104.6739882,2022-03-09 13:01:23.711000+00:00,2022-03-09 13:01:23.711000+00:00,0 days 00:00:59.863000,1305.19629254239
45,909823,39.8539657,-104.673809,2022-03-09 13:04:23.735000+00:00,2022-03-09 13:04:23.735000+00:00,0 days 00:03:00.024000,1305.1979990770942
46,909824,39.8630586,-104.6737524,2022-03-09 13:05:18.908000+00:00,2022-03-09 13:05:18.908000+00:00,0 days 00:00:55.173000,1304.6020299331628
47,909825,39.8629753,-104.6738403,2022-03-09 13:05:50.874000+00:00,2022-03-09 13:05:50.874000+00:00,0 days 00:00:31.966000,1304.6014880639814
48,909826,39.8628589,-104.6738702,2022-03-09 13:06:22.795000+00:00,2022-03-09 13:06:22.795000+00:00,0 days 00:00:31.921000,1304.607111034617
49,909827,39.8629663,-104.6740207,2022-03-09 13:06:58.651000+00:00,2022-03-09 13:06:58.651000+00:00,0 days 00:00:35.856000,1304.589696051204
50,909828,39.863036,-104.6747535,2022-03-09 13:07:30.704000+00:00,2022-03-09 13:07:30.704000+00:00,0 days 00:00:32.053000,1304.534789225042
51,909829,39.8630514,-104.6745241,2022-03-09 13:08:06.733000+00:00,2022-03-09 13:08:06.733000+00:00,0 days 00:00:36.029000,1304.5495231334455
52,909830,39.8629387,-104.6746607,2022-03-09 13:09:26.381000+00:00,2022-03-09 13:09:26.381000+00:00,0 days 00:01:19.648000,1304.5475768079018
53,909831,39.8630583,-104.6745212,2022-03-09 13:10:02.640000+00:00,2022-03-09 13:10:02.640000+00:00,0 days 00:00:36.259000,1304.549267220584
54,909832,39.8630155,-104.6745495,2022-03-09 13:11:34.718000+00:00,2022-03-09 13:11:34.718000+00:00,0 days 00:01:32.078000,1304.5501466856992
55,909833,39.8612195,-104.6746338,2022-03-09 13:13:21.093000+00:00,2022-03-09 13:13:21.093000+00:00,0 days 00:01:46.375000,1304.6628049516248
56,909834,39.8630015,-104.6745891,2022-03-09 13:14:43.470000+00:00,2022-03-09 13:14:43.470000+00:00,0 days 00:01:22.377000,1304.5483511684774
57,909835,39.8630569,-104.6741552,2022-03-09 13:15:11.156000+00:00,2022-03-09 13:15:11.156000+00:00,0 days 00:00:27.686000,1304.5744874226389
58,909836,39.8631668,-104.6744253,2022-03-09 13:22:16.263000+00:00,2022-03-09 13:22:16.263000+00:00,0 days 00:07:05.107000,1304.548696409016
59,909837,39.8630266,-104.6746817,2022-03-09 13:29:04.247000+00:00,2022-03-09 13:29:04.247000+00:00,0 days 00:06:47.984000,1304.540338520116
60,909838,39.8636571,-104.6728117,2022-03-09 13:35:51.037000+00:00,2022-03-09 13:35:51.037000+00:00,0 days 00:06:46.790000,1304.6271516040997
61,909839,39.8636571,-104.6728117,2022-03-09 13:41:57.901000+00:00,2022-03-09 13:41:57.901000+00:00,0 days 00:06:06.864000,1304.6271516040997
62,909840,39.8639249,-104.6731761,2022-03-09 13:46:59.414000+00:00,2022-03-09 13:46:59.414000+00:00,0 days 00:05:01.513000,1304.584474664183
63,909841,39.863549,-104.6746536,2022-03-09 13:48:14.317000+00:00,2022-03-09 13:48:14.317000+00:00,0 days 00:01:14.903000,1304.5078192069975
64,909842,39.863549,-104.6746536,2022-03-09 13:54:06.061000+00:00,2022-03-09 13:54:06.061000+00:00,0 days 00:05:51.744000,1304.5078192069975
65,909843,39.863549,-104.6746536,2022-03-09 13:59:06.090000+00:00,2022-03-09 13:59:06.090000+00:00,0 days 00:05:00.029000,1304.5078192069975
66,909844,47.4435215,-122.3212203,2022-03-09 17:03:47.124000+00:00,2022-03-09 17:03:47.124000+00:00,0 days 03:04:41.034000,339.91601236028225
67,909845,47.447839,-122.2977659,2022-03-09 17:12:05.445000+00:00,2022-03-09 17:12:05.445000+00:00,0 days 00:08:18.321000,338.5265974985261
68,909846,47.4465674,-122.2997688,2022-03-09 17:12:27.340000+00:00,2022-03-09 17:12:27.340000+00:00,0 days 00:00:21.895000,338.60212230354045
69,909847,47.4480654,-122.3016708,2022-03-09 17:15:35.937000+00:00,2022-03-09 17:15:35.937000+00:00,0 days 00:03:08.597000,338.80255093433664
70,909848,47.4480702,-122.3019865,2022-03-09 17:15:53.766000+00:00,2022-03-09 17:15:53.766000+00:00,0 days 00:00:17.829000,338.82422015556216
71,909849,47.4484224,-122.3028107,2022-03-09 17:24:41.946000+00:00,2022-03-09 17:24:41.946000+00:00,0 days 00:08:48.180000,338.89695014914156
72,909850,47.4483878,-122.3028258,2022-03-09 17:25:49.085000+00:00,2022-03-09 17:25:49.085000+00:00,0 days 00:01:07.139000,338.8963297437815
73,909851,47.4483833,-122.3028265,2022-03-09 17:26:21.850000+00:00,2022-03-09 17:26:21.850000+00:00,0 days 00:00:32.765000,338.8961632222808
74,909852,47.4484923,-122.302702,2022-03-09 17:27:13.775000+00:00,2022-03-09 17:27:13.775000+00:00,0 days 00:00:51.925000,338.89289315987634
75,909853,47.4460723,-122.3038038,2022-03-09 17:27:58.078000+00:00,2022-03-09 17:27:58.078000+00:00,0 days 00:00:44.303000,338.8527097419496
76,909854,47.4460142,-122.3039438,2022-03-09 17:28:30.335000+00:00,2022-03-09 17:28:30.335000+00:00,0 days 00:00:32.257000,338.85946287260145
77,909855,47.4458072,-122.3039233,2022-03-09 17:29:06.555000+00:00,2022-03-09 17:29:06.555000+00:00,0 days 00:00:36.220000,338.84824083274304
78,909856,47.4457943,-122.3039039,2022-03-09 17:29:38.553000+00:00,2022-03-09 17:29:38.553000+00:00,0 days 00:00:31.998000,338.84631015757975
79,909857,47.4458503,-122.3039106,2022-03-09 17:31:14.015000+00:00,2022-03-09 17:31:14.015000+00:00,0 days 00:01:35.462000,338.84942436298775
80,909858,47.4458033,-122.3038736,2022-03-09 17:32:45.738000+00:00,2022-03-09 17:32:45.738000+00:00,0 days 00:01:31.723000,338.84467869137615
81,909859,47.4458228,-122.3038903,2022-03-09 17:33:45.725000+00:00,2022-03-09 17:33:45.725000+00:00,0 days 00:00:59.987000,338.84673929209623
82,909860,47.44578,-122.3038901,2022-03-09 17:34:45.736000+00:00,2022-03-09 17:34:45.736000+00:00,0 days 00:01:00.011000,338.84469351505373
83,909861,47.4458133,-122.303917,2022-03-09 17:36:46.239000+00:00,2022-03-09 17:36:46.239000+00:00,0 days 00:02:00.503000,338.8481024004415
84,909862,47.4457609,-122.3039006,2022-03-09 17:37:45.852000+00:00,2022-03-09 17:37:45.852000+00:00,0 days 00:00:59.613000,338.8445000934418
85,909863,47.4457964,-122.303935,2022-03-09 17:39:46.387000+00:00,2022-03-09 17:39:46.387000+00:00,0 days 00:02:00.535000,338.84852302358
86,909864,47.445796,-122.3039158,2022-03-09 17:41:13.594000+00:00,2022-03-09 17:41:13.594000+00:00,0 days 00:01:27.207000,338.8471994455576
87,909865,47.4457074,-122.3039349,2022-03-09 17:42:15.391000+00:00,2022-03-09 17:42:15.391000+00:00,0 days 00:01:01.797000,338.8442905922086
88,909866,47.4457805,-122.3038886,2022-03-09 17:44:16.290000+00:00,2022-03-09 17:44:16.290000+00:00,0 days 00:02:00.899000,338.8446153344126
89,909867,47.4476402,-122.3021279,2022-03-09 17:45:15.866000+00:00,2022-03-09 17:45:15.866000+00:00,0 days 00:00:59.576000,338.81337219179267
90,909868,47.4476377,-122.3021277,2022-03-09 17:47:14.169000+00:00,2022-03-09 17:47:14.169000+00:00,0 days 00:01:58.303000,338.81323972072454
91,909869,47.4461165,-122.3039383,2022-03-09 17:47:46.123000+00:00,2022-03-09 17:47:46.123000+00:00,0 days 00:00:31.954000,338.86394723452133
92,909870,47.4459408,-122.3042189,2022-03-09 17:48:16.315000+00:00,2022-03-09 17:48:16.315000+00:00,0 days 00:00:30.192000,338.87466941078594
93,909871,47.446038,-122.3043265,2022-03-09 17:48:52.128000+00:00,2022-03-09 17:48:52.128000+00:00,0 days 00:00:35.813000,338.88659572893346
94,909872,47.4459321,-122.3041476,2022-03-09 17:49:26.158000+00:00,2022-03-09 17:49:26.158000+00:00,0 days 00:00:34.030000,338.8694117292103
95,909873,47.4459413,-122.3042719,2022-03-09 17:50:28.512000+00:00,2022-03-09 17:50:28.512000+00:00,0 days 00:01:02.354000,338.8782943275429
96,909874,47.4458519,-122.3038991,2022-03-09 17:51:03.422000+00:00,2022-03-09 17:51:03.422000+00:00,0 days 00:00:34.910000,338.8487189498154
97,909875,47.4455398,-122.3039178,2022-03-09 17:51:36.825000+00:00,2022-03-09 17:51:36.825000+00:00,0 days 00:00:33.403000,338.835171796996
98,909876,47.4451866,-122.3041178,2022-03-09 17:52:08.765000+00:00,2022-03-09 17:52:08.765000+00:00,0 days 00:00:31.940000,338.8319970295361
99,909877,47.4445747,-122.3035931,2022-03-09 17:52:44.713000+00:00,2022-03-09 17:52:44.713000+00:00,0 days 00:00:35.948000,338.7673029882124
100,909878,47.4444516,-122.3033025,2022-03-09 17:53:16.811000+00:00,2022-03-09 17:53:16.811000+00:00,0 days 00:00:32.098000,338.74171320861876
101,909879,47.4442325,-122.3029984,2022-03-09 17:53:52.860000+00:00,2022-03-09 17:53:52.860000+00:00,0 days 00:00:36.049000,338.71065118497324
102,909880,47.4438091,-122.302957,2022-03-09 17:54:24.875000+00:00,2022-03-09 17:54:24.875000+00:00,0 days 00:00:32.015000,338.68775232310946
103,909881,47.4437421,-122.3029894,2022-03-09 17:55:00.617000+00:00,2022-03-09 17:55:00.617000+00:00,0 days 00:00:35.742000,338.686776561937
104,909882,47.4437686,-122.3029862,2022-03-09 17:56:24.552000+00:00,2022-03-09 17:56:24.552000+00:00,0 days 00:01:23.935000,338.6878159616305
105,909883,47.4437948,-122.3029776,2022-03-09 17:57:00.665000+00:00,2022-03-09 17:57:00.665000+00:00,0 days 00:00:36.113000,338.6884741408863
106,909884,47.4436108,-122.3029816,2022-03-09 17:57:36.711000+00:00,2022-03-09 17:57:36.711000+00:00,0 days 00:00:36.046000,338.6800191875005
107,909885,47.4436868,-122.3030368,2022-03-09 17:58:11.493000+00:00,2022-03-09 17:58:11.493000+00:00,0 days 00:00:34.782000,338.68737538704806
108,909886,47.4437488,-122.3029958,2022-03-09 17:59:25.882000+00:00,2022-03-09 17:59:25.882000+00:00,0 days 00:01:14.389000,338.687529322692
109,909887,47.4436112,-122.3030184,2022-03-09 17:59:59.725000+00:00,2022-03-09 17:59:59.725000+00:00,0 days 00:00:33.843000,338.68253936500616
110,909888,47.443593,-122.3030533,2022-03-09 18:00:31.691000+00:00,2022-03-09 18:00:31.691000+00:00,0 days 00:00:31.966000,338.6840483109741
111,909889,47.4436084,-122.3030207,2022-03-09 18:01:35.869000+00:00,2022-03-09 18:01:35.869000+00:00,0 days 00:01:04.178000,338.6825629001905
112,909890,47.4436492,-122.3030214,2022-03-09 18:02:35.895000+00:00,2022-03-09 18:02:35.895000+00:00,0 days 00:01:00.026000,338.6845454465751
113,909891,47.4436345,-122.3030002,2022-03-09 18:03:35.903000+00:00,2022-03-09 18:03:35.903000+00:00,0 days 00:01:00.008000,338.6824073745773
114,909892,47.4438737,-122.3027709,2022-03-09 18:04:32.570000+00:00,2022-03-09 18:04:32.570000+00:00,0 days 00:00:56.667000,338.6781683248038
115,909893,47.4436836,-122.3030108,2022-03-09 18:05:35.956000+00:00,2022-03-09 18:05:35.956000+00:00,0 days 00:01:03.386000,338.6854564808221
116,909894,47.4436726,-122.3030026,2022-03-09 18:06:35.989000+00:00,2022-03-09 18:06:35.989000+00:00,0 days 00:01:00.033000,338.68437745160895
117,909895,47.4436835,-122.3030034,2022-03-09 18:07:36.036000+00:00,2022-03-09 18:07:36.036000+00:00,0 days 00:01:00.047000,338.6849487835182
118,909896,47.4436404,-122.3030279,2022-03-09 18:08:35.968000+00:00,2022-03-09 18:08:35.968000+00:00,0 days 00:00:59.932000,338.68456988395445
119,909897,47.4436737,-122.3030067,2022-03-09 18:09:36.052000+00:00,2022-03-09 18:09:36.052000+00:00,0 days 00:01:00.084000,338.6847082859784
120,909898,47.4436691,-122.3030207,2022-03-09 18:10:36.085000+00:00,2022-03-09 18:10:36.085000+00:00,0 days 00:01:00.033000,338.6854416592895
121,909899,47.4436565,-122.3029951,2022-03-09 18:11:36.139000+00:00,2022-03-09 18:11:36.139000+00:00,0 days 00:01:00.054000,338.68310412403366
122,909900,47.4436747,-122.3030008,2022-03-09 18:12:36.143000+00:00,2022-03-09 18:12:36.143000+00:00,0 days 00:01:00.004000,338.68435470839967
123,909901,47.4436392,-122.303024,2022-03-09 18:13:36.221000+00:00,2022-03-09 18:13:36.221000+00:00,0 days 00:01:00.078000,338.6842479000261
124,909902,47.4438737,-122.3027709,2022-03-09 18:14:32.564000+00:00,2022-03-09 18:14:32.564000+00:00,0 days 00:00:56.343000,338.6781683248038
125,909903,47.4438737,-122.3027709,2022-03-09 18:17:02.991000+00:00,2022-03-09 18:17:02.991000+00:00,0 days 00:02:30.427000,338.6781683248038
126,909904,47.4438737,-122.3027709,2022-03-09 18:20:39.195000+00:00,2022-03-09 18:20:39.195000+00:00,0 days 00:03:36.204000,338.6781683248038
127,909905,47.4438737,-122.3027709,2022-03-09 18:24:17.017000+00:00,2022-03-09 18:24:17.017000+00:00,0 days 00:03:37.822000,338.6781683248038
128,909906,47.443643,-122.3030353,2022-03-09 18:24:51.252000+00:00,2022-03-09 18:24:51.252000+00:00,0 days 00:00:34.235000,338.6851961500393
129,909907,47.443643,-122.3030353,2022-03-09 18:27:53.982000+00:00,2022-03-09 18:27:53.982000+00:00,0 days 00:03:02.730000,338.6851961500393
130,909908,47.4436194,-122.3030233,2022-03-09 18:28:13.730000+00:00,2022-03-09 18:28:13.730000+00:00,0 days 00:00:19.748000,338.6832612939067
131,909909,47.443648,-122.3030183,2022-03-09 18:29:06.252000+00:00,2022-03-09 18:29:06.252000+00:00,0 days 00:00:52.522000,338.6842778365105
132,909910,47.4436378,-122.3029867,2022-03-09 18:29:22+00:00,2022-03-09 18:29:22+00:00,0 days 00:00:15.748000,338.6816463226385
133,909911,47.4437716,-122.3028015,2022-03-09 18:29:37+00:00,2022-03-09 18:29:37+00:00,0 days 00:00:15,338.67540502648995
134,909912,47.4438546,-122.3028126,2022-03-09 18:29:53+00:00,2022-03-09 18:29:53+00:00,0 days 00:00:16,338.68009641700746
135,909913,47.4439059,-122.3029221,2022-03-09 18:30:17+00:00,2022-03-09 18:30:17+00:00,0 days 00:00:24,338.689971908278
136,909914,47.4437499,-122.3031689,2022-03-09 18:30:33+00:00,2022-03-09 18:30:33+00:00,0 days 00:00:16,338.6993464746497
137,909915,47.4437739,-122.3033931,2022-03-09 18:30:49+00:00,2022-03-09 18:30:49+00:00,0 days 00:00:16,338.71572290521243
138,909916,47.4439271,-122.3035718,2022-03-09 18:31:08+00:00,2022-03-09 18:31:08+00:00,0 days 00:00:19,338.73513441650124
139,909917,47.4440387,-122.3037457,2022-03-09 18:31:24+00:00,2022-03-09 18:31:24+00:00,0 days 00:00:16,338.7522467952879
140,909918,47.4439929,-122.3038379,2022-03-09 18:31:39+00:00,2022-03-09 18:31:39+00:00,0 days 00:00:15,338.75634101124695
141,909919,47.4433716,-122.3039126,2022-03-09 18:31:57+00:00,2022-03-09 18:31:57+00:00,0 days 00:00:18,338.7319575036815
142,909920,47.4436901,-122.3040022,2022-03-09 18:32:13+00:00,2022-03-09 18:32:13+00:00,0 days 00:00:16,338.7531487131843
143,909921,47.4437472,-122.3040855,2022-03-09 18:32:29+00:00,2022-03-09 18:32:29+00:00,0 days 00:00:16,338.7615181467861
144,909922,47.4437562,-122.3040899,2022-03-09 18:34:58.922000+00:00,2022-03-09 18:34:58.922000+00:00,0 days 00:02:29.922000,338.76224397470725
145,909923,47.4437562,-122.3040899,2022-03-09 18:38:22.914000+00:00,2022-03-09 18:38:22.914000+00:00,0 days 00:03:23.992000,338.76224397470725
146,909924,47.4437562,-122.3040899,2022-03-09 18:41:46.904000+00:00,2022-03-09 18:41:46.904000+00:00,0 days 00:03:23.990000,338.76224397470725
147,909925,47.4436284,-122.3029955,2022-03-09 18:41:47.093000+00:00,2022-03-09 18:41:47.093000+00:00,0 days 00:00:00.189000,338.68179862910415
148,909926,47.4436498,-122.3030377,2022-03-09 18:57:25.934000+00:00,2022-03-09 18:57:25.934000+00:00,0 days 00:15:38.841000,338.68568176893166
149,909927,47.4436498,-122.3030377,2022-03-09 19:03:47.210000+00:00,2022-03-09 19:03:47.210000+00:00,0 days 00:06:21.276000,338.68568176893166
150,909928,47.4436498,-122.3030377,2022-03-09 19:04:03.330000+00:00,2022-03-09 19:04:03.330000+00:00,0 days 00:00:16.120000,338.68568176893166
151,909929,47.4436388,-122.3029966,2022-03-09 19:06:03.402000+00:00,2022-03-09 19:06:03.402000+00:00,0 days 00:02:00.072000,338.6823666248982
152,909930,47.4436388,-122.3029966,2022-03-09 19:08:03.422000+00:00,2022-03-09 19:08:03.422000+00:00,0 days 00:02:00.020000,338.6823666248982
153,909931,47.4436388,-122.3029966,2022-03-09 19:10:03.453000+00:00,2022-03-09 19:10:03.453000+00:00,0 days 00:02:00.031000,338.6823666248982
154,909932,47.4434924,-122.3030176,2022-03-09 19:10:39.484000+00:00,2022-03-09 19:10:39.484000+00:00,0 days 00:00:36.031000,338.6768510840957
155,909933,47.4458122,-122.3039168,2022-03-09 19:19:57.391000+00:00,2022-03-09 19:19:57.391000+00:00,0 days 00:09:17.907000,338.84803658187207
156,909934,47.4458121,-122.3039118,2022-03-09 19:20:38.933000+00:00,2022-03-09 19:20:38.933000+00:00,0 days 00:00:41.542000,338.8476920989246
157,909935,47.4458251,-122.3039105,2022-03-09 19:21:14.864000+00:00,2022-03-09 19:21:14.864000+00:00,0 days 00:00:35.931000,338.84822102493973
158,909936,47.445803,-122.3039194,2022-03-09 19:22:06.899000+00:00,2022-03-09 19:22:06.899000+00:00,0 days 00:00:52.035000,338.8477764198448
159,909937,47.4458099,-122.3039122,2022-03-09 19:23:06.926000+00:00,2022-03-09 19:23:06.926000+00:00,0 days 00:01:00.027000,338.8476148193594
160,909938,47.4458011,-122.30391,2022-03-09 19:24:06.951000+00:00,2022-03-09 19:24:06.951000+00:00,0 days 00:01:00.025000,338.8470475038374
161,909939,47.4457974,-122.3039245,2022-03-09 19:25:06.969000+00:00,2022-03-09 19:25:06.969000+00:00,0 days 00:01:00.018000,338.84785705858445
162,909940,47.4458061,-122.3039112,2022-03-09 19:26:06.991000+00:00,2022-03-09 19:26:06.991000+00:00,0 days 00:01:00.022000,338.8473664446184
163,909941,47.4457384,-122.3039332,2022-03-09 19:26:37.741000+00:00,2022-03-09 19:26:37.741000+00:00,0 days 00:00:30.750000,338.8456469051038
164,909942,47.445779,-122.3039312,2022-03-09 19:27:37.808000+00:00,2022-03-09 19:27:37.808000+00:00,0 days 00:01:00.067000,338.8474386692687
165,909943,47.4458506,-122.3039015,2022-03-09 19:28:13.458000+00:00,2022-03-09 19:28:13.458000+00:00,0 days 00:00:35.650000,338.8488202942963
166,909944,47.4458084,-122.3038974,2022-03-09 19:29:13.359000+00:00,2022-03-09 19:29:13.359000+00:00,0 days 00:00:59.901000,338.8465379826013
167,909945,47.4457918,-122.3039018,2022-03-09 19:30:13.406000+00:00,2022-03-09 19:30:13.406000+00:00,0 days 00:01:00.047000,338.84604876701167
168,909946,47.4452257,-122.3038963,2022-03-09 19:39:33.200000+00:00,2022-03-09 19:39:33.200000+00:00,0 days 00:09:19.794000,338.8188010209149
169,909947,47.4458579,-122.3039055,2022-03-09 19:40:44.711000+00:00,2022-03-09 19:40:44.711000+00:00,0 days 00:01:11.511000,338.84943870207746
170,909948,47.4452257,-122.3038963,2022-03-09 19:41:33.255000+00:00,2022-03-09 19:41:33.255000+00:00,0 days 00:00:48.544000,338.8188010209149
171,909949,47.4452257,-122.3038963,2022-03-09 19:43:33.407000+00:00,2022-03-09 19:43:33.407000+00:00,0 days 00:02:00.152000,338.8188010209149
172,909950,47.4452257,-122.3038963,2022-03-09 19:45:33.429000+00:00,2022-03-09 19:45:33.429000+00:00,0 days 00:02:00.022000,338.8188010209149
173,909951,47.4452257,-122.3038963,2022-03-09 19:47:33.456000+00:00,2022-03-09 19:47:33.456000+00:00,0 days 00:02:00.027000,338.8188010209149
174,909952,47.4452257,-122.3038963,2022-03-09 19:49:33.492000+00:00,2022-03-09 19:49:33.492000+00:00,0 days 00:02:00.036000,338.8188010209149
175,909953,47.4452257,-122.3038963,2022-03-09 19:51:33.531000+00:00,2022-03-09 19:51:33.531000+00:00,0 days 00:02:00.039000,338.8188010209149
176,909954,47.4452257,-122.3038963,2022-03-09 19:51:53.352000+00:00,2022-03-09 19:51:53.352000+00:00,0 days 00:00:19.821000,338.8188010209149
177,909955,47.4452257,-122.3038963,2022-03-09 19:53:53.443000+00:00,2022-03-09 19:53:53.443000+00:00,0 days 00:02:00.091000,338.8188010209149
