Unnamed: 0.1,Unnamed: 0,lat,lon,timestamp,datetime,time_delta,distance_Olin,distance_to_chosen
306,910084,46.0799122,-118.2831875,2022-03-09 23:17:38.629000+00:00,2022-03-09 23:17:38.629000+00:00,0 days 00:01:01.629000,3.5889337605142537,15.461392637124879
307,910085,46.0673578,-118.3034563,2022-03-09 23:20:38.762000+00:00,2022-03-09 23:20:38.762000+00:00,0 days 00:03:00.133000,2.041042039984072,13.586085356832044
308,910086,46.0676179,-118.3087474,2022-03-09 23:21:18.418000+00:00,2022-03-09 23:21:18.418000+00:00,0 days 00:00:39.656000,1.646732708665042,13.196111617130672
309,910087,46.067667,-118.3127721,2022-03-09 23:21:58.530000+00:00,2022-03-09 23:21:58.530000+00:00,0 days 00:00:40.112000,1.359732264488437,12.896209882565497
310,910088,46.0676487,-118.3188016,2022-03-09 23:22:58.463000+00:00,2022-03-09 23:22:58.463000+00:00,0 days 00:00:59.933000,0.9636564109034486,12.445302815462718
311,910089,46.0643915,-118.3178665,2022-03-09 23:23:58.491000+00:00,2022-03-09 23:23:58.491000+00:00,0 days 00:01:00.028000,1.2662462162532693,12.428404939946821
312,910090,46.0643915,-118.3178665,2022-03-09 23:24:44.447000+00:00,2022-03-09 23:24:44.447000+00:00,0 days 00:00:45.956000,1.2662462162532693,12.428404939946821
313,910091,46.0643915,-118.3178665,2022-03-09 23:34:44.883000+00:00,2022-03-09 23:34:44.883000+00:00,0 days 00:10:00.436000,1.2662462162532693,12.428404939946821
314,910092,46.0677351,-118.3414134,2022-03-09 23:37:16.362000+00:00,2022-03-09 23:37:16.362000+00:00,0 days 00:02:31.479000,1.1430752559613724,10.770292987815916
315,910093,46.0677723,-118.3413426,2022-03-09 23:37:56.392000+00:00,2022-03-09 23:37:56.392000+00:00,0 days 00:00:40.030000,1.1362718672284062,10.776732838533135
316,910094,46.0677536,-118.3414109,2022-03-09 23:38:26.505000+00:00,2022-03-09 23:38:26.505000+00:00,0 days 00:00:30.113000,1.1418622040833182,10.771084578338463
317,910095,46.0694881,-118.3401964,2022-03-09 23:40:11.634000+00:00,2022-03-09 23:40:11.634000+00:00,0 days 00:01:45.129000,0.9704294431335838,10.918678717524925
318,910096,46.0677945,-118.3413476,2022-03-09 23:41:12.891000+00:00,2022-03-09 23:41:12.891000+00:00,0 days 00:01:01.257000,1.1353492349657834,10.777093673879628
319,910097,46.0677972,-118.3413227,2022-03-09 23:42:12.846000+00:00,2022-03-09 23:42:12.846000+00:00,0 days 00:00:59.955000,1.1335431493783834,10.77901756796243
320,910098,46.0677994,-118.3413495,2022-03-09 23:43:32.873000+00:00,2022-03-09 23:43:32.873000+00:00,0 days 00:01:20.027000,1.135199145251256,10.777114699973627
321,910099,46.0660872,-118.3375799,2022-03-09 23:47:36.369000+00:00,2022-03-09 23:47:36.369000+00:00,0 days 00:04:03.496000,1.029459027121753,11.001922070109885
322,910100,46.0677841,-118.3413181,2022-03-09 23:53:34.997000+00:00,2022-03-09 23:53:34.997000+00:00,0 days 00:05:58.628000,1.1339784266665387,10.77892619188736
323,910101,46.0677208,-118.340966,2022-03-09 23:59:29.930000+00:00,2022-03-09 23:59:29.930000+00:00,0 days 00:05:54.933000,1.1143759378733749,10.802808424340895
324,910102,46.0676986,-118.3413244,2022-03-09 23:59:39.963000+00:00,2022-03-09 23:59:39.963000+00:00,0 days 00:00:10.033000,1.139262934666193,10.775657023947257
325,910103,46.0677207,-118.3412413,2022-03-09 23:59:44.974000+00:00,2022-03-09 23:59:44.974000+00:00,0 days 00:00:05.011000,1.1325071857370297,10.782507470979885
326,910104,46.0677692,-118.3412802,2022-03-10 00:00:05+00:00,2022-03-10 00:00:05+00:00,0 days 00:00:20.026000,1.1323107346988337,10.781230437179328
327,910105,46.0677744,-118.3412852,2022-03-10 00:00:20+00:00,2022-03-10 00:00:20+00:00,0 days 00:00:15,1.132346622993606,10.781032594293771
328,910106,46.0677965,-118.3412893,2022-03-10 00:00:35+00:00,2022-03-10 00:00:35+00:00,0 days 00:00:15,1.1313657329001063,10.781456226413962
329,910107,46.0678067,-118.3412926,2022-03-10 00:00:50+00:00,2022-03-10 00:00:50+00:00,0 days 00:00:15,1.1310080131980578,10.781548187326724
330,910108,46.0677872,-118.3413076,2022-03-10 00:04:05.562000+00:00,2022-03-10 00:04:05.562000+00:00,0 days 00:03:15.562000,1.133106299961456,10.779801921341042
331,910109,46.0689286,-118.3422703,2022-03-10 00:04:53.148000+00:00,2022-03-10 00:04:53.148000+00:00,0 days 00:00:47.586000,1.1418642189381027,10.747296316263089
332,910110,46.0677785,-118.34133,2022-03-10 00:06:53.563000+00:00,2022-03-10 00:06:53.563000+00:00,0 days 00:02:00.415000,1.1350849413479491,10.777865160090723
333,910111,46.0677785,-118.34133,2022-03-10 00:16:25.343000+00:00,2022-03-10 00:16:25.343000+00:00,0 days 00:09:31.780000,1.1350849413479491,10.777865160090723
334,910112,46.0678099,-118.3412901,2022-03-10 00:18:06.333000+00:00,2022-03-10 00:18:06.333000+00:00,0 days 00:01:40.990000,1.1306612629472728,10.781837615106545
335,910113,46.067778,-118.3413255,2022-03-10 00:21:52.256000+00:00,2022-03-10 00:21:52.256000+00:00,0 days 00:03:45.923000,1.1348146945365143,10.778180412789546
336,910114,46.0678267,-118.3414456,2022-03-10 00:27:07+00:00,2022-03-10 00:27:07+00:00,0 days 00:05:14.744000,1.1400633898126769,10.770930758666069
337,910115,46.0678257,-118.3415852,2022-03-10 00:27:22+00:00,2022-03-10 00:27:22+00:00,0 days 00:00:15,1.1494374608620814,10.760611317926882
338,910116,46.0678544,-118.3414366,2022-03-10 00:27:38+00:00,2022-03-10 00:27:38+00:00,0 days 00:00:16,1.1379192393803486,10.772506240107427
339,910117,46.0678696,-118.3413644,2022-03-10 00:27:53+00:00,2022-03-10 00:27:53+00:00,0 days 00:00:15,1.132255692555521,10.778326974270515
340,910118,46.0678688,-118.3413662,2022-03-10 00:28:09+00:00,2022-03-10 00:28:09+00:00,0 days 00:00:16,1.132420342880626,10.77816798613412
341,910119,46.0678687,-118.3413682,2022-03-10 00:28:25+00:00,2022-03-10 00:28:25+00:00,0 days 00:00:16,1.1325593094812525,10.778017325042685
342,910120,46.0678717,-118.341373,2022-03-10 00:28:41+00:00,2022-03-10 00:28:41+00:00,0 days 00:00:16,1.132712323194723,10.777762499453269
343,910121,46.0678725,-118.3413699,2022-03-10 00:28:56+00:00,2022-03-10 00:28:56+00:00,0 days 00:00:15,1.1324609498845393,10.778017276236373
344,910122,46.0678717,-118.3413686,2022-03-10 00:29:11+00:00,2022-03-10 00:29:11+00:00,0 days 00:00:15,1.132418797469107,10.778086701561524
345,910123,46.0678715,-118.3413692,2022-03-10 00:29:27+00:00,2022-03-10 00:29:27+00:00,0 days 00:00:16,1.1324699655867834,10.778035901822882
346,910124,46.0678708,-118.3413654,2022-03-10 00:29:43+00:00,2022-03-10 00:29:43+00:00,0 days 00:00:16,1.1322554992827782,10.778292830241622
347,910125,46.0678727,-118.3413644,2022-03-10 00:29:58+00:00,2022-03-10 00:29:58+00:00,0 days 00:00:15,1.132082909867829,10.77842911914967
348,910126,46.0678691,-118.341367,2022-03-10 00:30:14+00:00,2022-03-10 00:30:14+00:00,0 days 00:00:16,1.1324569754162983,10.778118924080776
349,910127,46.0678705,-118.3413686,2022-03-10 00:30:29+00:00,2022-03-10 00:30:29+00:00,0 days 00:00:15,1.1324856650404564,10.778047160529033
350,910128,46.0678707,-118.3413702,2022-03-10 00:30:45+00:00,2022-03-10 00:30:45+00:00,0 days 00:00:16,1.1325812480541102,10.777935858447954
351,910129,46.067871,-118.341371,2022-03-10 00:31:01+00:00,2022-03-10 00:31:01+00:00,0 days 00:00:16,1.1326178983888862,10.777886797764946
352,910130,46.0678709,-118.3413733,2022-03-10 00:31:17+00:00,2022-03-10 00:31:17+00:00,0 days 00:00:16,1.132776901982211,10.777714033091318
353,910131,46.0678706,-118.341373,2022-03-10 00:31:32+00:00,2022-03-10 00:31:32+00:00,0 days 00:00:15,1.1327736021427033,10.777726252352426
354,910132,46.0678692,-118.3413712,2022-03-10 00:31:47+00:00,2022-03-10 00:31:47+00:00,0 days 00:00:15,1.1327315407811556,10.77781275055141
355,910133,46.0678688,-118.3413707,2022-03-10 00:32:03.867000+00:00,2022-03-10 00:32:03.867000+00:00,0 days 00:00:16.867000,1.1327204828771418,10.7778364123234
356,910134,46.0677397,-118.3414157,2022-03-10 00:37:06.567000+00:00,2022-03-10 00:37:06.567000+00:00,0 days 00:05:02.700000,1.1429672096953134,10.770274431258718
357,910135,46.0678027,-118.341303,2022-03-10 00:43:51.544000+00:00,2022-03-10 00:43:51.544000+00:00,0 days 00:06:44.977000,1.1319244725581277,10.780650235421017
358,910136,46.0677829,-118.3413491,2022-03-10 00:50:36.731000+00:00,2022-03-10 00:50:36.731000+00:00,0 days 00:06:45.187000,1.1361037615719392,10.776601944348066
359,910137,46.0677439,-118.3413666,2022-03-10 00:56:36.711000+00:00,2022-03-10 00:56:36.711000+00:00,0 days 00:05:59.980000,1.1394732432402757,10.774031473003273
360,910138,46.0677439,-118.3413666,2022-03-10 00:56:37.312000+00:00,2022-03-10 00:56:37.312000+00:00,0 days 00:00:00.601000,1.1394732432402757,10.774031473003273
361,910139,46.0677938,-118.3412859,2022-03-10 01:03:00.316000+00:00,2022-03-10 01:03:00.316000+00:00,0 days 00:06:23.004000,1.1312929950451442,10.781618115642736
362,910140,46.0678199,-118.3413382,2022-03-10 01:27:54.716000+00:00,2022-03-10 01:27:54.716000+00:00,0 days 00:24:54.400000,1.1332938016754726,10.778621542763457
363,910141,46.0677891,-118.341333,2022-03-10 01:28:48.281000+00:00,2022-03-10 01:28:48.281000+00:00,0 days 00:00:53.565000,1.1346845801971663,10.777992269282539
364,910142,46.0677658,-118.3413339,2022-03-10 01:29:37.429000+00:00,2022-03-10 01:29:37.429000+00:00,0 days 00:00:49.148000,1.1360630314106688,10.777160648787932
365,910143,46.0678126,-118.3413031,2022-03-10 01:30:37.464000+00:00,2022-03-10 01:30:37.464000+00:00,0 days 00:01:00.035000,1.1313722103022927,10.780968274666376
366,910144,46.0677542,-118.3413761,2022-03-10 01:31:29.393000+00:00,2022-03-10 01:31:29.393000+00:00,0 days 00:00:51.929000,1.1395191438519865,10.773669311844964
367,910145,46.0677878,-118.3413017,2022-03-10 01:33:37.870000+00:00,2022-03-10 01:33:37.870000+00:00,0 days 00:02:08.477000,1.132680902186601,10.780256487612604
368,910146,46.0678099,-118.3413044,2022-03-10 01:34:37.426000+00:00,2022-03-10 01:34:37.426000+00:00,0 days 00:00:59.556000,1.1316109015117355,10.780783707073024
369,910147,46.0677908,-118.341327,2022-03-10 01:36:37.826000+00:00,2022-03-10 01:36:37.826000+00:00,0 days 00:02:00.400000,1.1341901953814972,10.778490343192745
370,910148,46.0677877,-118.3413318,2022-03-10 01:37:37.543000+00:00,2022-03-10 01:37:37.543000+00:00,0 days 00:00:59.717000,1.1346840371440716,10.778034714357181
371,910149,46.0679669,-118.3411284,2022-03-10 01:39:37.914000+00:00,2022-03-10 01:39:37.914000+00:00,0 days 00:02:00.371000,1.1110913186401703,10.798923162359552
372,910150,46.0677887,-118.3413075,2022-03-10 02:03:54.829000+00:00,2022-03-10 02:03:54.829000+00:00,0 days 00:24:16.915000,1.1330147661959005,10.779858566799014
373,910151,46.0679961,-118.341297,2022-03-10 02:04:07+00:00,2022-03-10 02:04:07+00:00,0 days 00:00:12.171000,1.1207489240698116,10.78746772509314
374,910152,46.0679829,-118.3412767,2022-03-10 02:04:25+00:00,2022-03-10 02:04:25+00:00,0 days 00:00:18,1.1201152890259958,10.788526675877286
375,910153,46.0679692,-118.3412905,2022-03-10 02:04:40+00:00,2022-03-10 02:04:40+00:00,0 days 00:00:15,1.1217944394820465,10.7870574617011
376,910154,46.0679638,-118.3413026,2022-03-10 02:04:55+00:00,2022-03-10 02:04:55+00:00,0 days 00:00:15,1.122902168590292,10.78598773695278
377,910155,46.0679551,-118.3413101,2022-03-10 02:05:10+00:00,2022-03-10 02:05:10+00:00,0 days 00:00:15,1.1238842726659577,10.785147891787338
378,910156,46.0679521,-118.3413108,2022-03-10 02:05:25+00:00,2022-03-10 02:05:25+00:00,0 days 00:00:15,1.1240968107676717,10.784997253236018
379,910157,46.0679538,-118.341314,2022-03-10 02:05:40+00:00,2022-03-10 02:05:40+00:00,0 days 00:00:15,1.124216992925721,10.78481766003713
380,910158,46.0679506,-118.3413167,2022-03-10 02:05:55+00:00,2022-03-10 02:05:55+00:00,0 days 00:00:15,1.1245743688113237,10.784513084259757
381,910159,46.0679485,-118.3413157,2022-03-10 02:06:10+00:00,2022-03-10 02:06:10+00:00,0 days 00:00:15,1.1246235007873826,10.784517407409353
382,910160,46.0679477,-118.3413187,2022-03-10 02:06:25+00:00,2022-03-10 02:06:25+00:00,0 days 00:00:15,1.12486838076224,10.784269988836561
383,910161,46.0679441,-118.3413256,2022-03-10 02:06:40+00:00,2022-03-10 02:06:40+00:00,0 days 00:00:15,1.1255288627442968,10.783642813840581
384,910162,46.0679335,-118.3413229,2022-03-10 02:06:55+00:00,2022-03-10 02:06:55+00:00,0 days 00:00:15,1.125934632276994,10.783491797957494
385,910163,46.0679276,-118.3413228,2022-03-10 02:07:10+00:00,2022-03-10 02:07:10+00:00,0 days 00:00:15,1.12625472316359,10.78330444930533
386,910164,46.0679245,-118.3413237,2022-03-10 02:07:25+00:00,2022-03-10 02:07:25+00:00,0 days 00:00:15,1.1264866730139178,10.783135850250156
387,910165,46.0679266,-118.3413218,2022-03-10 02:07:40+00:00,2022-03-10 02:07:40+00:00,0 days 00:00:15,1.1262433104718872,10.783345122470266
388,910166,46.0679217,-118.3413222,2022-03-10 02:07:55+00:00,2022-03-10 02:07:55+00:00,0 days 00:00:15,1.126541699238459,10.783153973984861
389,910167,46.0679191,-118.3413217,2022-03-10 02:08:10+00:00,2022-03-10 02:08:10+00:00,0 days 00:00:15,1.1266525237820162,10.78310503197909
390,910168,46.0679161,-118.3413221,2022-03-10 02:08:25+00:00,2022-03-10 02:08:25+00:00,0 days 00:00:15,1.1268457285042026,10.782976595512162
391,910169,46.0679113,-118.3413211,2022-03-10 02:08:40+00:00,2022-03-10 02:08:40+00:00,0 days 00:00:15,1.1270454812945427,10.782891943789283
392,910170,46.0679112,-118.3413218,2022-03-10 02:08:55+00:00,2022-03-10 02:08:55+00:00,0 days 00:00:15,1.1270977788894363,10.782837072551223
393,910171,46.0679106,-118.341323,2022-03-10 02:09:10+00:00,2022-03-10 02:09:10+00:00,0 days 00:00:15,1.1272112386072717,10.782728872406171
394,910172,46.0679087,-118.3413233,2022-03-10 02:09:25+00:00,2022-03-10 02:09:25+00:00,0 days 00:00:15,1.1273368278011386,10.782644105914088
395,910173,46.0679028,-118.3413248,2022-03-10 02:09:40+00:00,2022-03-10 02:09:40+00:00,0 days 00:00:15,1.1277649241123715,10.782339026246706
396,910174,46.0678942,-118.3413215,2022-03-10 02:09:55+00:00,2022-03-10 02:09:55+00:00,0 days 00:00:15,1.1280232706474087,10.782298630113107
397,910175,46.0678899,-118.3413214,2022-03-10 02:10:10+00:00,2022-03-10 02:10:10+00:00,0 days 00:00:15,1.1282561378559783,10.782164261117376
398,910176,46.0678906,-118.3413241,2022-03-10 02:10:25+00:00,2022-03-10 02:10:25+00:00,0 days 00:00:15,1.1283972471497088,10.781988396289547
399,910177,46.0678921,-118.3413277,2022-03-10 02:10:40+00:00,2022-03-10 02:10:40+00:00,0 days 00:00:15,1.1285538769843222,10.781772591717314
400,910178,46.067892,-118.3413288,2022-03-10 02:10:55+00:00,2022-03-10 02:10:55+00:00,0 days 00:00:15,1.1286328385862336,10.781688247615406
401,910179,46.0678917,-118.3413292,2022-03-10 02:11:10+00:00,2022-03-10 02:11:10+00:00,0 days 00:00:15,1.1286762321668244,10.781648886628735
402,910180,46.0678894,-118.3413297,2022-03-10 02:11:25+00:00,2022-03-10 02:11:25+00:00,0 days 00:00:15,1.1288376839299945,10.781536233228092
403,910181,46.0678886,-118.3413292,2022-03-10 02:11:40+00:00,2022-03-10 02:11:40+00:00,0 days 00:00:15,1.1288488918280248,10.781546704852984
404,910182,46.0678862,-118.3413287,2022-03-10 02:11:55+00:00,2022-03-10 02:11:55+00:00,0 days 00:00:15,1.1289492665086052,10.781504443810697
405,910183,46.0678858,-118.3413285,2022-03-10 02:12:10+00:00,2022-03-10 02:12:10+00:00,0 days 00:00:15,1.1289582192346443,10.781505997079094
406,910184,46.0678849,-118.3413282,2022-03-10 02:12:25+00:00,2022-03-10 02:12:25+00:00,0 days 00:00:15,1.1289883743809963,10.78149844047836
407,910185,46.0678846,-118.3413276,2022-03-10 02:12:40+00:00,2022-03-10 02:12:40+00:00,0 days 00:00:15,1.1289650799820057,10.781532762561202
408,910186,46.0678798,-118.3413276,2022-03-10 02:12:55+00:00,2022-03-10 02:12:55+00:00,0 days 00:00:15,1.129232761673529,10.781374587275305
409,910187,46.0678801,-118.341328,2022-03-10 02:13:10+00:00,2022-03-10 02:13:10+00:00,0 days 00:00:15,1.1292426985002677,10.781354999528668
410,910188,46.0678788,-118.3413283,2022-03-10 02:13:25+00:00,2022-03-10 02:13:25+00:00,0 days 00:00:15,1.1293352263567582,10.781290059180684
411,910189,46.0678776,-118.3413275,2022-03-10 02:13:40+00:00,2022-03-10 02:13:40+00:00,0 days 00:00:15,1.1293488448488076,10.781309466631182
412,910190,46.0678749,-118.3413271,2022-03-10 02:13:55+00:00,2022-03-10 02:13:55+00:00,0 days 00:00:15,1.1294728827443596,10.781249983378386
413,910191,46.0678742,-118.3413276,2022-03-10 02:14:10+00:00,2022-03-10 02:14:10+00:00,0 days 00:00:15,1.1295452951601317,10.781190079904624
414,910192,46.0678668,-118.3413279,2022-03-10 02:15:09.257000+00:00,2022-03-10 02:15:09.257000+00:00,0 days 00:00:59.257000,1.129978670093935,10.780924211262805
415,910193,46.0677817,-118.3413442,2022-03-10 02:15:19+00:00,2022-03-10 02:15:19+00:00,0 days 00:00:09.743000,1.1358462989238722,10.776923668976226
416,910194,46.0677928,-118.3413424,2022-03-10 02:15:20+00:00,2022-03-10 02:15:20+00:00,0 days 00:00:01,1.1350997852765052,10.777421050655065
417,910195,46.067879,-118.3413177,2022-03-10 02:15:24.109000+00:00,2022-03-10 02:15:24.109000+00:00,0 days 00:00:04.109000,1.1286173538615107,10.782077688688837
418,910196,46.0678686,-118.3413285,2022-03-10 02:15:25+00:00,2022-03-10 02:15:25+00:00,0 days 00:00:00.891000,1.1299180641803406,10.780939288765666
419,910197,46.0678205,-118.3413508,2022-03-10 02:15:49+00:00,2022-03-10 02:15:49+00:00,0 days 00:00:24,1.1340980482096743,10.777712718036208
420,910198,46.0677914,-118.3414207,2022-03-10 02:16:04.036000+00:00,2022-03-10 02:16:04.036000+00:00,0 days 00:00:15.036000,1.1403827019430337,10.771604337200555
421,910199,46.0676969,-118.3416848,2022-03-10 02:16:19.010000+00:00,2022-03-10 02:16:19.010000+00:00,0 days 00:00:14.974000,1.1632602964669976,10.749034321929846
422,910200,46.067698,-118.3416947,2022-03-10 02:16:19.771000+00:00,2022-03-10 02:16:19.771000+00:00,0 days 00:00:00.761000,1.1638575852366142,10.748340755826291
423,910201,46.0676981,-118.3416899,2022-03-10 02:16:20.428000+00:00,2022-03-10 02:16:20.428000+00:00,0 days 00:00:00.657000,1.1635324516457572,10.748697828855725
424,910202,46.0676896,-118.3411951,2022-03-10 02:16:50+00:00,2022-03-10 02:16:50+00:00,0 days 00:00:29.572000,1.1312504720554837,10.78489536038923
425,910203,46.0675216,-118.3413289,2022-03-10 02:17:05.493000+00:00,2022-03-10 02:17:05.493000+00:00,0 days 00:00:15.493000,1.1498161905944932,10.769542948955419
426,910204,46.067321,-118.341401,2022-03-10 02:17:19.221000+00:00,2022-03-10 02:17:19.221000+00:00,0 days 00:00:13.728000,1.1664102382923005,10.757707959067908
427,910205,46.0673144,-118.3413992,2022-03-10 02:17:19.797000+00:00,2022-03-10 02:17:19.797000+00:00,0 days 00:00:00.576000,1.1666890738041968,10.757627118661707
428,910206,46.0672042,-118.3413559,2022-03-10 02:17:35+00:00,2022-03-10 02:17:35+00:00,0 days 00:00:15.203000,1.1705511687578447,10.757262853591477
429,910207,46.0672754,-118.3410874,2022-03-10 02:17:50+00:00,2022-03-10 02:17:50+00:00,0 days 00:00:15,1.1489112883837282,10.77938316301815
430,910208,46.0673378,-118.3408508,2022-03-10 02:18:05+00:00,2022-03-10 02:18:05+00:00,0 days 00:00:15,1.1298802036449818,10.798864559948589
431,910209,46.0674393,-118.3405911,2022-03-10 02:18:20+00:00,2022-03-10 02:18:20+00:00,0 days 00:00:15,1.106965647614575,10.82131454728737
432,910210,46.0674441,-118.3405809,2022-03-10 02:18:20.151000+00:00,2022-03-10 02:18:20.151000+00:00,0 days 00:00:00.151000,1.1060154175321302,10.822222638028414
433,910211,46.0674499,-118.3405682,2022-03-10 02:18:21+00:00,2022-03-10 02:18:21+00:00,0 days 00:00:00.849000,1.1048431977275104,10.823347604701434
434,910212,46.0674893,-118.3404977,2022-03-10 02:18:24.795000+00:00,2022-03-10 02:18:24.795000+00:00,0 days 00:00:03.795000,1.0978908527704805,10.829825721303576
435,910213,46.0676078,-118.3401916,2022-03-10 02:18:50+00:00,2022-03-10 02:18:50+00:00,0 days 00:00:25.205000,1.070955024123236,10.856254596057827
436,910214,46.0675505,-118.3401966,2022-03-10 02:19:05+00:00,2022-03-10 02:19:05+00:00,0 days 00:00:15,1.0748371613325285,10.854030041586336
437,910215,46.0675142,-118.3401938,2022-03-10 02:19:20.135000+00:00,2022-03-10 02:19:20.135000+00:00,0 days 00:00:15.135000,1.0769289004894511,10.85306298877405
438,910216,46.0675102,-118.340191,2022-03-10 02:19:20.511000+00:00,2022-03-10 02:19:20.511000+00:00,0 days 00:00:00.376000,1.0770015078199873,10.853140431420426
439,910217,46.0675035,-118.3401856,2022-03-10 02:19:21.092000+00:00,2022-03-10 02:19:21.092000+00:00,0 days 00:00:00.581000,1.077078460467835,10.85332261019615
440,910218,46.0675037,-118.3401922,2022-03-10 02:19:21.529000+00:00,2022-03-10 02:19:21.529000+00:00,0 days 00:00:00.437000,1.0774857504886337,10.852841852014768
441,910219,46.0675072,-118.3402032,2022-03-10 02:19:22.073000+00:00,2022-03-10 02:19:22.073000+00:00,0 days 00:00:00.544000,1.077966149251541,10.852142903357967
442,910220,46.0674733,-118.3401964,2022-03-10 02:19:25.746000+00:00,2022-03-10 02:19:25.746000+00:00,0 days 00:00:03.673000,1.0796644498784176,10.851550226244465
443,910221,46.0671943,-118.3398704,2022-03-10 02:19:50.954000+00:00,2022-03-10 02:19:50.954000+00:00,0 days 00:00:25.208000,1.0772696003692883,10.866676891452144
444,910222,46.0670158,-118.339723,2022-03-10 02:20:06.076000+00:00,2022-03-10 02:20:06.076000+00:00,0 days 00:00:15.122000,1.0802309054398178,10.871897193504212
445,910223,46.0669342,-118.3394928,2022-03-10 02:20:21+00:00,2022-03-10 02:20:21+00:00,0 days 00:00:14.924000,1.0719335607354048,10.886342973135715
446,910224,46.066929,-118.3394837,2022-03-10 02:20:21.232000+00:00,2022-03-10 02:20:21.232000+00:00,0 days 00:00:00.232000,1.071749511365523,10.886852096132076
447,910225,46.0666993,-118.3393432,2022-03-10 02:20:51+00:00,2022-03-10 02:20:51+00:00,0 days 00:00:29.768000,1.0796619629470834,10.890034180738505
448,910226,46.0666285,-118.3393844,2022-03-10 02:21:06+00:00,2022-03-10 02:21:06+00:00,0 days 00:00:15,1.0871792685460742,10.884771462647407
449,910227,46.0666554,-118.3394007,2022-03-10 02:21:21+00:00,2022-03-10 02:21:21+00:00,0 days 00:00:15,1.0861984640977649,10.884404616356413
450,910228,46.0666547,-118.3393996,2022-03-10 02:21:21.063000+00:00,2022-03-10 02:21:21.063000+00:00,0 days 00:00:00.063000,1.0861841535621597,10.884464190121232
451,910229,46.0666672,-118.3393742,2022-03-10 02:21:36.620000+00:00,2022-03-10 02:21:36.620000+00:00,0 days 00:00:15.557000,1.0837922793471515,10.886735417630344
452,910230,46.06671,-118.3391354,2022-03-10 02:21:52.239000+00:00,2022-03-10 02:21:52.239000+00:00,0 days 00:00:15.619000,1.0667126446141038,10.90575366596502
453,910231,46.0668196,-118.3388798,2022-03-10 02:22:07.553000+00:00,2022-03-10 02:22:07.553000+00:00,0 days 00:00:15.314000,1.043842070651577,10.928104728741872
454,910232,46.0668639,-118.3386534,2022-03-10 02:22:21.533000+00:00,2022-03-10 02:22:21.533000+00:00,0 days 00:00:13.980000,1.027466204103039,10.94625160876294
455,910233,46.0668696,-118.3386455,2022-03-10 02:22:22.096000+00:00,2022-03-10 02:22:22.096000+00:00,0 days 00:00:00.563000,1.0265904077256185,10.947014874401791
456,910234,46.0668773,-118.3386357,2022-03-10 02:22:23.114000+00:00,2022-03-10 02:22:23.114000+00:00,0 days 00:00:01.018000,1.0254577418394275,10.947981433837539
457,910235,46.0669665,-118.3385233,2022-03-10 02:22:33.775000+00:00,2022-03-10 02:22:33.775000+00:00,0 days 00:00:10.661000,1.0124032073021354,10.95909747878151
458,910236,46.0670721,-118.3382522,2022-03-10 02:22:52.372000+00:00,2022-03-10 02:22:52.372000+00:00,0 days 00:00:18.597000,0.9889689814211816,10.982477552057729
459,910237,46.0671216,-118.338036,2022-03-10 02:23:08+00:00,2022-03-10 02:23:08+00:00,0 days 00:00:15.628000,0.9728767859119084,11.000032760230471
460,910238,46.0671015,-118.3379305,2022-03-10 02:23:22+00:00,2022-03-10 02:23:22+00:00,0 days 00:00:14,0.968353910599701,11.007208824224618
461,910239,46.067101,-118.3379318,2022-03-10 02:23:23+00:00,2022-03-10 02:23:23+00:00,0 days 00:00:01,0.9684653783810137,11.007096913717325
462,910240,46.0671001,-118.3379368,2022-03-10 02:23:23.928000+00:00,2022-03-10 02:23:23.928000+00:00,0 days 00:00:00.928000,0.968817416153361,11.00669860895322
463,910241,46.0669428,-118.3378311,2022-03-10 02:23:51.900000+00:00,2022-03-10 02:23:51.900000+00:00,0 days 00:00:27.972000,0.9747656631614318,11.009599442199052
464,910242,46.0670478,-118.3377004,2022-03-10 02:24:08+00:00,2022-03-10 02:24:08+00:00,0 days 00:00:16.100000,0.959425452090364,11.022557752245017
465,910243,46.0670597,-118.3376989,2022-03-10 02:24:22+00:00,2022-03-10 02:24:22+00:00,0 days 00:00:14,0.9584331021917288,11.023041238309338
466,910244,46.06706,-118.3376981,2022-03-10 02:24:23+00:00,2022-03-10 02:24:23+00:00,0 days 00:00:01,0.95836536720407,11.023109852244128
467,910245,46.0670875,-118.3376158,2022-03-10 02:24:53+00:00,2022-03-10 02:24:53+00:00,0 days 00:00:30,0.9516560727190972,11.030063310429917
468,910246,46.0670962,-118.3376028,2022-03-10 02:25:09.224000+00:00,2022-03-10 02:25:09.224000+00:00,0 days 00:00:16.224000,0.9502635366017396,11.0312981085222
469,910247,46.0670545,-118.337586,2022-03-10 02:25:19.256000+00:00,2022-03-10 02:25:19.256000+00:00,0 days 00:00:10.032000,0.952522096797183,11.031236696754329
470,910248,46.0670764,-118.3375794,2022-03-10 02:25:24.292000+00:00,2022-03-10 02:25:24.292000+00:00,0 days 00:00:05.036000,0.9504728956095037,11.032410450641784
471,910249,46.0670874,-118.3375752,2022-03-10 02:25:29.262000+00:00,2022-03-10 02:25:29.262000+00:00,0 days 00:00:04.970000,0.9493950068675198,11.033065681503354
472,910250,46.0670779,-118.3375815,2022-03-10 02:25:54.337000+00:00,2022-03-10 02:25:54.337000+00:00,0 days 00:00:25.075000,0.950474998641306,11.032301932526678
